Station,Date,Daily_Entry,Daily_Exit	
TOMPKINSVILLE,09/09/2020,328,0	
TOMPKINSVILLE,09/10/2020,302,0	
TOMPKINSVILLE,09/11/2020,328,0	
TOMPKINSVILLE,09/12/2020,6,0	
TOMPKINSVILLE,09/13/2020,2,0	
TOMPKINSVILLE,09/14/2020,309,0	
TOMPKINSVILLE,09/15/2020,366,0	
TOMPKINSVILLE,09/16/2020,334,0	
TOMPKINSVILLE,09/17/2020,326,0	
TOMPKINSVILLE,09/18/2020,279,0	
TOMPKINSVILLE,09/19/2020,137,0	
TOMPKINSVILLE,09/20/2020,105,0	
TOMPKINSVILLE,09/21/2020,344,0	
TOMPKINSVILLE,09/22/2020,331,0	
TOMPKINSVILLE,09/23/2020,320,0	
TOMPKINSVILLE,09/24/2020,337,0	
TOMPKINSVILLE,09/25/2020,2118,0	
TOMPKINSVILLE,10/03/2020,11,0	
TOMPKINSVILLE,10/04/2020,111,0	
TOMPKINSVILLE,10/05/2020,330,0	
TOMPKINSVILLE,10/06/2020,356,0	
TOMPKINSVILLE,10/07/2020,368,0	
TOMPKINSVILLE,10/08/2020,374,0	
TOMPKINSVILLE,10/09/2020,354,0	
TOMPKINSVILLE,10/10/2020,205,0	
TOMPKINSVILLE,10/11/2020,133,0	
TOMPKINSVILLE,10/12/2020,224,0	
TOMPKINSVILLE,10/13/2020,349,0	
TOMPKINSVILLE,10/14/2020,352,0	
TOMPKINSVILLE,10/15/2020,316,0	
TOMPKINSVILLE,10/16/2020,330,0	
TOMPKINSVILLE,10/17/2020,243,0	
TOMPKINSVILLE,10/18/2020,146,0	
TOMPKINSVILLE,10/19/2020,327,0	
TOMPKINSVILLE,10/20/2020,335,0	
TOMPKINSVILLE,10/21/2020,341,0	
TOMPKINSVILLE,10/22/2020,348,0	
TOMPKINSVILLE,10/23/2020,366,0	
TOMPKINSVILLE,10/24/2020,4,0	
TOMPKINSVILLE,10/25/2020,4,0	
TOMPKINSVILLE,10/26/2020,281,0	
TOMPKINSVILLE,10/27/2020,338,0	
TOMPKINSVILLE,10/28/2020,328,0	
TOMPKINSVILLE,10/29/2020,278,0	
TOMPKINSVILLE,10/30/2020,280,0	
TOMPKINSVILLE,10/31/2020,0,0	
TOMPKINSVILLE,11/01/2020,0,0	
TOMPKINSVILLE,11/02/2020,307,0	
TOMPKINSVILLE,11/03/2020,315,0	
TOMPKINSVILLE,11/04/2020,341,0	
TOMPKINSVILLE,11/05/2020,333,0	
TOMPKINSVILLE,11/06/2020,355,0	
TOMPKINSVILLE,11/07/2020,0,0	
TOMPKINSVILLE,11/08/2020,115,1	
TOMPKINSVILLE,11/09/2020,330,0	
TOMPKINSVILLE,11/10/2020,-1559653,-69851	
TOMPKINSVILLE,11/11/2020,1560272,69851	
TOMPKINSVILLE,11/12/2020,284,0	
TOMPKINSVILLE,11/13/2020,325,0	
TOMPKINSVILLE,11/14/2020,4,0	
TOMPKINSVILLE,11/15/2020,101,0	
TOMPKINSVILLE,11/16/2020,330,0	
TOMPKINSVILLE,11/17/2020,317,0	
TOMPKINSVILLE,11/18/2020,326,0	
TOMPKINSVILLE,11/19/2020,332,0	
TREMONT AV,01/01/2020,3924,3100	
TREMONT AV,01/02/2020,8797,5492	
TREMONT AV,01/03/2020,8979,5606	
TREMONT AV,01/04/2020,5395,3798	
TREMONT AV,01/05/2020,4260,3178	
TREMONT AV,01/06/2020,9578,5852	
TREMONT AV,01/07/2020,9697,5897	
TREMONT AV,01/08/2020,9787,5981	
TREMONT AV,01/09/2020,9605,5873	
TREMONT AV,01/10/2020,9318,5855	
TREMONT AV,01/11/2020,5552,4221	
TREMONT AV,01/12/2020,4305,3336	
TREMONT AV,01/13/2020,9636,5970	
TREMONT AV,01/14/2020,9761,5851	
TREMONT AV,01/15/2020,10071,6017	
TREMONT AV,01/16/2020,9835,5939	
TREMONT AV,01/17/2020,9754,5579	
TREMONT AV,01/18/2020,5094,3639	
TREMONT AV,01/19/2020,4000,2912	
TREMONT AV,01/20/2020,6236,4192	
TREMONT AV,01/21/2020,9301,5668	
TREMONT AV,01/22/2020,9674,5882	
TREMONT AV,01/23/2020,9403,6000	
TREMONT AV,01/24/2020,9734,5689	
TREMONT AV,01/25/2020,4986,3566	
TREMONT AV,01/26/2020,4142,3310	
TREMONT AV,01/27/2020,9314,5686	
TREMONT AV,01/28/2020,9704,6244	
TREMONT AV,01/29/2020,10074,6041	
TREMONT AV,01/30/2020,9954,5656	
TREMONT AV,01/31/2020,9962,5907	
TREMONT AV,02/01/2020,5549,3870	
TREMONT AV,02/02/2020,4103,3122	
TREMONT AV,02/03/2020,9381,5848	
TREMONT AV,02/04/2020,9692,5904	
TREMONT AV,02/05/2020,9954,6071	
TREMONT AV,02/06/2020,9865,5957	
TREMONT AV,02/07/2020,9801,5957	
TREMONT AV,02/08/2020,5613,3985	
TREMONT AV,02/09/2020,4230,3122	
TREMONT AV,02/10/2020,9605,5760	
TREMONT AV,02/11/2020,9962,5875	
TREMONT AV,02/12/2020,10032,5954	
TREMONT AV,02/13/2020,10063,5954	
TREMONT AV,02/14/2020,10038,5808	
TREMONT AV,02/15/2020,5295,3876	
TREMONT AV,02/16/2020,4161,3080	
TREMONT AV,02/17/2020,6300,4121	
TREMONT AV,02/18/2020,8832,5470	
TREMONT AV,02/19/2020,9383,5447	
TREMONT AV,02/20/2020,9247,5573	
TREMONT AV,02/21/2020,8939,5378	
TREMONT AV,02/22/2020,5488,3828	
TREMONT AV,02/23/2020,4255,3252	
TREMONT AV,02/24/2020,9930,5856	
TREMONT AV,02/25/2020,9939,5916	
TREMONT AV,02/26/2020,10077,6095	
TREMONT AV,02/27/2020,10034,5899	
TREMONT AV,02/28/2020,10159,5946	
TREMONT AV,02/29/2020,5665,3951	
TREMONT AV,03/01/2020,4118,3104	
TREMONT AV,03/02/2020,10006,5967	
TREMONT AV,03/03/2020,9994,6182	
TREMONT AV,03/04/2020,10187,6231	
TREMONT AV,03/05/2020,10107,6046	
TREMONT AV,03/06/2020,9775,5951	
TREMONT AV,03/07/2020,5533,3921	
TREMONT AV,03/08/2020,4183,3331	
TREMONT AV,03/09/2020,9624,6168	
TREMONT AV,03/10/2020,9626,6343	
TREMONT AV,03/11/2020,9582,6313	
TREMONT AV,03/12/2020,8950,5826	
TREMONT AV,03/13/2020,8317,5582	
TREMONT AV,03/14/2020,4408,3415	
TREMONT AV,03/15/2020,3225,2715	
TREMONT AV,03/16/2020,6008,4052	
TREMONT AV,03/17/2020,5368,3718	
TREMONT AV,03/18/2020,5119,3494	
TREMONT AV,03/19/2020,4664,3317	
TREMONT AV,03/20/2020,4299,3075	
TREMONT AV,03/21/2020,2308,1895	
TREMONT AV,03/22/2020,1477,1309	
TREMONT AV,03/23/2020,2604,1978	
TREMONT AV,03/24/2020,2696,1954	
TREMONT AV,03/25/2020,2497,1826	
TREMONT AV,03/26/2020,2387,1848	
TREMONT AV,03/27/2020,2457,1856	
TREMONT AV,03/28/2020,1387,1180	
TREMONT AV,03/29/2020,1075,1054	
TREMONT AV,03/30/2020,2076,1656	
TREMONT AV,03/31/2020,1984,1667	
TREMONT AV,04/01/2020,1908,1554	
TREMONT AV,04/02/2020,1927,1505	
TREMONT AV,04/03/2020,1819,1522	
TREMONT AV,04/04/2020,1121,1022	
TREMONT AV,04/05/2020,955,891	
TREMONT AV,04/06/2020,1743,1405	
TREMONT AV,04/07/2020,1673,1342	
TREMONT AV,04/08/2020,1705,1365	
TREMONT AV,04/09/2020,1635,1383	
TREMONT AV,04/10/2020,1567,1308	
TREMONT AV,04/11/2020,1188,1087	
TREMONT AV,04/12/2020,909,885	
TREMONT AV,04/13/2020,1450,1317	
TREMONT AV,04/14/2020,1729,1431	
TREMONT AV,04/15/2020,1807,1473	
TREMONT AV,04/16/2020,1658,1450	
TREMONT AV,04/17/2020,1693,1545	
TREMONT AV,04/18/2020,1095,1056	
TREMONT AV,04/19/2020,1031,993	
TREMONT AV,04/20/2020,1768,1536	
TREMONT AV,04/21/2020,1729,1426	
TREMONT AV,04/22/2020,1762,1608	
TREMONT AV,04/23/2020,1819,1546	
TREMONT AV,04/24/2020,1756,1590	
TREMONT AV,04/25/2020,1276,1177	
TREMONT AV,04/26/2020,995,942	
TREMONT AV,04/27/2020,1892,1675	
TREMONT AV,04/28/2020,1932,1675	
TREMONT AV,04/29/2020,1806,1553	
TREMONT AV,04/30/2020,1689,1578	
TREMONT AV,05/01/2020,1859,1627	
TREMONT AV,05/02/2020,1375,1271	
TREMONT AV,05/03/2020,1101,1091	
TREMONT AV,05/04/2020,2041,1698	
TREMONT AV,05/05/2020,2018,1697	
TREMONT AV,05/06/2020,2026,1689	
TREMONT AV,05/07/2020,1991,1722	
TREMONT AV,05/08/2020,1937,1696	
TREMONT AV,05/09/2020,1259,1262	
TREMONT AV,05/10/2020,1075,1053	
TREMONT AV,05/11/2020,1918,1628	
TREMONT AV,05/12/2020,2027,1751	
TREMONT AV,05/13/2020,2098,1723	
TREMONT AV,05/14/2020,1992,1736	
TREMONT AV,05/15/2020,2105,1763	
TREMONT AV,05/16/2020,1317,1208	
TREMONT AV,05/17/2020,1127,1050	
TREMONT AV,05/18/2020,2154,1749	
TREMONT AV,05/19/2020,2224,1802	
TREMONT AV,05/20/2020,2194,1901	
TREMONT AV,05/21/2020,2225,1944	
TREMONT AV,05/22/2020,2152,1754	
TREMONT AV,05/23/2020,1256,1299	
TREMONT AV,05/24/2020,1186,1152	
TREMONT AV,05/25/2020,1484,1390	
TREMONT AV,05/26/2020,2120,1912	
TREMONT AV,05/27/2020,2275,1940	
TREMONT AV,05/28/2020,2163,1892	
TREMONT AV,05/29/2020,2192,1941	
TREMONT AV,05/30/2020,1512,1353	
TREMONT AV,05/31/2020,1216,1195	
TREMONT AV,06/01/2020,2260,1967	
TREMONT AV,06/02/2020,2169,1843	
TREMONT AV,06/03/2020,2189,1927	
TREMONT AV,06/04/2020,2236,2022	
TREMONT AV,06/05/2020,2171,1991	
TREMONT AV,06/06/2020,1483,1521	
TREMONT AV,06/07/2020,1246,1249	
TREMONT AV,06/08/2020,2325,2362	
TREMONT AV,06/09/2020,2244,2414	
TREMONT AV,06/10/2020,2680,2536	
TREMONT AV,06/11/2020,2486,2351	
TREMONT AV,06/12/2020,2679,2592	
TREMONT AV,06/13/2020,1633,1626	
TREMONT AV,06/14/2020,1358,1321	
TREMONT AV,06/15/2020,2589,2498	
TREMONT AV,06/16/2020,2688,2530	
TREMONT AV,06/17/2020,2888,2629	
TREMONT AV,06/18/2020,-3479396,-2567298	
TREMONT AV,06/19/2020,3485154,2572349	
TREMONT AV,06/20/2020,1670,1716	
TREMONT AV,06/21/2020,1451,1431	
TREMONT AV,06/22/2020,-15501964,-13467306	
TREMONT AV,06/23/2020,15507726,13472491	
TREMONT AV,06/24/2020,-2378562,-489808	
TREMONT AV,06/25/2020,411438,-264312	
TREMONT AV,06/26/2020,1476816,275103	
TREMONT AV,06/27/2020,1756,2743	
TREMONT AV,06/28/2020,1507,2457	
TREMONT AV,06/29/2020,366881552,99706960	
TREMONT AV,06/30/2020,2922,2766	
TREMONT AV,07/01/2020,3156,2994	
TREMONT AV,07/02/2020,2891,2827	
TREMONT AV,07/03/2020,2427,2351	
TREMONT AV,07/04/2020,1640,1824	
TREMONT AV,07/05/2020,1411,1602	
TREMONT AV,07/06/2020,2898,3297	
TREMONT AV,07/07/2020,3189,3409	
TREMONT AV,07/08/2020,2947,3300	
TREMONT AV,07/09/2020,3006,3375	
TREMONT AV,07/10/2020,2784,2881	
TREMONT AV,07/11/2020,2015,2316	
TREMONT AV,07/12/2020,1724,2109	
TREMONT AV,07/13/2020,3059,3257	
TREMONT AV,07/14/2020,-699,-1451	
TREMONT AV,07/15/2020,3134,3312	
TREMONT AV,07/16/2020,3006,3272	
TREMONT AV,07/17/2020,3184,3463	
TREMONT AV,07/18/2020,2140,3588	
TREMONT AV,07/19/2020,1574,2894	
TREMONT AV,07/20/2020,3024,3202	
TREMONT AV,07/21/2020,3245,3358	
TREMONT AV,07/22/2020,3049,3382	
TREMONT AV,07/23/2020,3097,3038	
TREMONT AV,07/24/2020,3134,3057	
TREMONT AV,07/25/2020,2009,2088	
TREMONT AV,07/26/2020,1569,1765	
TREMONT AV,07/27/2020,3012,2932	
TREMONT AV,07/28/2020,3098,3059	
TREMONT AV,07/29/2020,3260,3174	
TREMONT AV,07/30/2020,3212,3022	
TREMONT AV,07/31/2020,3012,3134	
TREMONT AV,08/01/2020,2078,2188	
TREMONT AV,08/02/2020,1687,1615	
TREMONT AV,08/03/2020,2949,3047	
TREMONT AV,08/04/2020,2711,2388	
TREMONT AV,08/05/2020,3548,3249	
TREMONT AV,08/06/2020,3396,3030	
TREMONT AV,08/07/2020,22027,22359	
TREMONT AV,08/15/2020,2244,3261	
TREMONT AV,08/16/2020,1471,1639	
TREMONT AV,08/17/2020,3091,3099	
TREMONT AV,08/18/2020,3186,3122	
TREMONT AV,08/19/2020,2798,3079	
TREMONT AV,08/20/2020,3173,3194	
TREMONT AV,08/21/2020,3134,3318	
TREMONT AV,08/22/2020,1948,2341	
TREMONT AV,08/23/2020,1719,1834	
TREMONT AV,08/24/2020,3266,3093	
TREMONT AV,08/25/2020,3223,3035	
TREMONT AV,08/26/2020,3140,3188	
TREMONT AV,08/27/2020,3290,3137	
TREMONT AV,08/28/2020,3005,3231	
TREMONT AV,08/29/2020,1845,2040	
TREMONT AV,08/30/2020,1744,2001	
TREMONT AV,08/31/2020,3327,3302	
TREMONT AV,09/01/2020,3754,3283	
TREMONT AV,09/02/2020,3695,3390	
TREMONT AV,09/03/2020,3593,3506	
TREMONT AV,09/04/2020,3647,3453	
TREMONT AV,09/05/2020,2232,2200	
TREMONT AV,09/06/2020,1711,1757	
TREMONT AV,09/07/2020,2176,2111	
TREMONT AV,09/08/2020,3586,3470	
TREMONT AV,09/09/2020,3874,3526	
TREMONT AV,09/10/2020,3499,3406	
TREMONT AV,09/11/2020,3969,3545	
TREMONT AV,09/12/2020,2509,2310	
TREMONT AV,09/13/2020,1898,1739	
TREMONT AV,09/14/2020,3680,3453	
TREMONT AV,09/15/2020,3979,3604	
TREMONT AV,09/16/2020,4219,3568	
TREMONT AV,09/17/2020,4058,3579	
TREMONT AV,09/18/2020,3966,3478	
TREMONT AV,09/19/2020,2647,2296	
TREMONT AV,09/20/2020,1949,1707	
TREMONT AV,09/21/2020,3855,3375	
TREMONT AV,09/22/2020,4037,3446	
TREMONT AV,09/23/2020,4130,3479	
TREMONT AV,09/24/2020,4119,3452	
TREMONT AV,09/25/2020,29021,25064	
TREMONT AV,10/03/2020,2503,2246	
TREMONT AV,10/04/2020,2026,1821	
TREMONT AV,10/05/2020,3946,3437	
TREMONT AV,10/06/2020,4281,3521	
TREMONT AV,10/07/2020,4165,3584	
TREMONT AV,10/08/2020,4299,3611	
TREMONT AV,10/09/2020,4207,3474	
TREMONT AV,10/10/2020,2744,2513	
TREMONT AV,10/11/2020,1981,1815	
TREMONT AV,10/12/2020,3138,2889	
TREMONT AV,10/13/2020,4001,3492	
TREMONT AV,10/14/2020,4399,3699	
TREMONT AV,10/15/2020,-19814,-29402	
TREMONT AV,10/16/2020,3790,2952	
TREMONT AV,10/17/2020,2743,2405	
TREMONT AV,10/18/2020,1970,1934	
TREMONT AV,10/19/2020,4052,3444	
TREMONT AV,10/20/2020,4186,3728	
TREMONT AV,10/21/2020,4317,3584	
TREMONT AV,10/22/2020,4150,3701	
TREMONT AV,10/23/2020,4193,3496	
TREMONT AV,10/24/2020,2498,2367	
TREMONT AV,10/25/2020,1959,1918	
TREMONT AV,10/26/2020,4165,3470	
TREMONT AV,10/27/2020,4241,3709	
TREMONT AV,10/28/2020,4205,3626	
TREMONT AV,10/29/2020,4096,3431	
TREMONT AV,10/30/2020,4099,3367	
TREMONT AV,10/31/2020,2524,2465	
TREMONT AV,11/01/2020,1892,1727	
TREMONT AV,11/02/2020,4050,3272	
TREMONT AV,11/03/2020,4007,3434	
TREMONT AV,11/04/2020,4248,3573	
TREMONT AV,11/05/2020,4176,3713	
TREMONT AV,11/06/2020,4151,3664	
TREMONT AV,11/07/2020,2658,2500	
TREMONT AV,11/08/2020,2069,2047	
TREMONT AV,11/09/2020,4166,3705	
TREMONT AV,11/10/2020,4406,3952	
TREMONT AV,11/11/2020,3998,3369	
TREMONT AV,11/12/2020,4208,3824	
TREMONT AV,11/13/2020,4241,3739	
TREMONT AV,11/14/2020,2663,2326	
TREMONT AV,11/15/2020,1830,1731	
TREMONT AV,11/16/2020,3935,3475	
TREMONT AV,11/17/2020,4039,3961	
TREMONT AV,11/18/2020,4148,3854	
TREMONT AV,11/19/2020,3883,3748	
TWENTY THIRD ST,01/01/2020,2999,2963	
TWENTY THIRD ST,01/02/2020,8765,10542	
TWENTY THIRD ST,01/03/2020,-397340,-93115	
TWENTY THIRD ST,01/04/2020,310874,39085	
TWENTY THIRD ST,01/05/2020,2879,3524	
TWENTY THIRD ST,01/06/2020,47,-314129	
TWENTY THIRD ST,01/07/2020,72408,-106689	
TWENTY THIRD ST,01/08/2020,10362,523966	
TWENTY THIRD ST,01/09/2020,-57559,9755	
TWENTY THIRD ST,01/10/2020,-41072,-622613	
TWENTY THIRD ST,01/11/2020,54955,640118	
TWENTY THIRD ST,01/12/2020,-602,3198	
TWENTY THIRD ST,01/13/2020,-56941,-57043	
TWENTY THIRD ST,01/14/2020,119807,82217	
TWENTY THIRD ST,01/15/2020,13446,12670	
TWENTY THIRD ST,01/16/2020,-214541,-60412	
TWENTY THIRD ST,01/17/2020,63872,-641945	
TWENTY THIRD ST,01/18/2020,49339,659313	
TWENTY THIRD ST,01/19/2020,-58006,1913	
TWENTY THIRD ST,01/20/2020,-280605,-30788	
TWENTY THIRD ST,01/21/2020,345146,-496543	
TWENTY THIRD ST,01/22/2020,10705,557604	
TWENTY THIRD ST,01/23/2020,-58371,-343357	
TWENTY THIRD ST,01/24/2020,77006,367662	
TWENTY THIRD ST,01/25/2020,0,22	
TWENTY THIRD ST,01/26/2020,-69504,-1058	
TWENTY THIRD ST,01/27/2020,79639,13045	
TWENTY THIRD ST,01/28/2020,8645,12584	
TWENTY THIRD ST,01/29/2020,8011,12575	
TWENTY THIRD ST,01/30/2020,-59560,-353356	
TWENTY THIRD ST,01/31/2020,83287,378003	
TWENTY THIRD ST,02/01/2020,3909,4888	
TWENTY THIRD ST,02/02/2020,-78357,2465	
TWENTY THIRD ST,02/03/2020,91896,13701	
TWENTY THIRD ST,02/04/2020,10388,12665	
TWENTY THIRD ST,02/05/2020,10444,12739	
TWENTY THIRD ST,02/06/2020,-360,-363208	
TWENTY THIRD ST,02/07/2020,20020,387613	
TWENTY THIRD ST,02/08/2020,4462,5834	
TWENTY THIRD ST,02/09/2020,3142,3804	
TWENTY THIRD ST,02/10/2020,-153191,7796	
TWENTY THIRD ST,02/11/2020,169565,-581142	
TWENTY THIRD ST,02/12/2020,14689,610882	
TWENTY THIRD ST,02/13/2020,10210,12782	
TWENTY THIRD ST,02/14/2020,9465,11698	
TWENTY THIRD ST,02/15/2020,3671,4614	
TWENTY THIRD ST,02/16/2020,3006,3524	
TWENTY THIRD ST,02/17/2020,-70275,2103	
TWENTY THIRD ST,02/18/2020,31086,14525	
TWENTY THIRD ST,02/19/2020,64187,13737	
TWENTY THIRD ST,02/20/2020,10412,13043	
TWENTY THIRD ST,02/21/2020,-379335,-29838	
TWENTY THIRD ST,02/22/2020,392839,47405	
TWENTY THIRD ST,02/23/2020,3238,3722	
TWENTY THIRD ST,02/24/2020,10342,12455	
TWENTY THIRD ST,02/25/2020,10516,12706	
TWENTY THIRD ST,02/26/2020,10442,12687	
TWENTY THIRD ST,02/27/2020,-106838,11204	
TWENTY THIRD ST,02/28/2020,-272167,-29193	
TWENTY THIRD ST,02/29/2020,403521,48388	
TWENTY THIRD ST,03/01/2020,-7902,-409153	
TWENTY THIRD ST,03/02/2020,21208,425015	
TWENTY THIRD ST,03/03/2020,10289,12459	
TWENTY THIRD ST,03/04/2020,10172,12406	
TWENTY THIRD ST,03/05/2020,9900,12257	
TWENTY THIRD ST,03/06/2020,-400658,-33666	
TWENTY THIRD ST,03/07/2020,330630,-1391938	
TWENTY THIRD ST,03/08/2020,84988,1444352	
TWENTY THIRD ST,03/09/2020,2105,-654292	
TWENTY THIRD ST,03/10/2020,15085,675133	
TWENTY THIRD ST,03/11/2020,-126917,6851	
TWENTY THIRD ST,03/12/2020,140400,9477	
TWENTY THIRD ST,03/13/2020,3935,5145	
TWENTY THIRD ST,03/14/2020,1820,2459	
TWENTY THIRD ST,03/15/2020,1118,1721	
TWENTY THIRD ST,03/16/2020,2006,2783	
TWENTY THIRD ST,03/17/2020,1457,2008	
TWENTY THIRD ST,03/18/2020,1278,1811	
TWENTY THIRD ST,03/19/2020,1115,1491	
TWENTY THIRD ST,03/20/2020,962,1398	
TWENTY THIRD ST,03/21/2020,478,777	
TWENTY THIRD ST,03/22/2020,297,491	
TWENTY THIRD ST,03/23/2020,546,798	
TWENTY THIRD ST,03/24/2020,522,808	
TWENTY THIRD ST,03/25/2020,479,818	
TWENTY THIRD ST,03/26/2020,-112714,-3435	
TWENTY THIRD ST,03/27/2020,113662,4995	
TWENTY THIRD ST,03/28/2020,191,435	
TWENTY THIRD ST,03/29/2020,164,402	
TWENTY THIRD ST,03/30/2020,412,706	
TWENTY THIRD ST,03/31/2020,374,723	
TWENTY THIRD ST,04/01/2020,416,745	
TWENTY THIRD ST,04/02/2020,-113977,-3745	
TWENTY THIRD ST,04/03/2020,114758,5158	
TWENTY THIRD ST,04/04/2020,-137554,-1991	
TWENTY THIRD ST,04/05/2020,137899,2759	
TWENTY THIRD ST,04/06/2020,-98271,-1725	
TWENTY THIRD ST,04/07/2020,98948,3032	
TWENTY THIRD ST,04/08/2020,336,599	
TWENTY THIRD ST,04/09/2020,-115142,-4167	
TWENTY THIRD ST,04/10/2020,115771,5388	
TWENTY THIRD ST,04/11/2020,-137823,-2096	
TWENTY THIRD ST,04/12/2020,138121,2832	
TWENTY THIRD ST,04/13/2020,288,535	
TWENTY THIRD ST,04/14/2020,-57544,-824239	
TWENTY THIRD ST,04/15/2020,58263,825604	
TWENTY THIRD ST,04/16/2020,-116013,-4357	
TWENTY THIRD ST,04/17/2020,116703,5678	
TWENTY THIRD ST,04/18/2020,-138032,-2106	
TWENTY THIRD ST,04/19/2020,-280699,-45073	
TWENTY THIRD ST,04/20/2020,419419,48704	
TWENTY THIRD ST,04/21/2020,-203223,-1509005	
TWENTY THIRD ST,04/22/2020,203932,1510367	
TWENTY THIRD ST,04/23/2020,-116908,-4649	
TWENTY THIRD ST,04/24/2020,-20803,3324	
TWENTY THIRD ST,04/25/2020,80659,-823516	
TWENTY THIRD ST,04/26/2020,-32172,822276	
TWENTY THIRD ST,04/27/2020,90627,5412	
TWENTY THIRD ST,04/28/2020,422,678	
TWENTY THIRD ST,04/29/2020,373,706	
TWENTY THIRD ST,04/30/2020,-117769,-4960	
TWENTY THIRD ST,05/01/2020,-20031,3659	
TWENTY THIRD ST,05/02/2020,80840,-824646	
TWENTY THIRD ST,05/03/2020,-32098,823401	
TWENTY THIRD ST,05/04/2020,90750,5556	
TWENTY THIRD ST,05/05/2020,-6945,-682376	
TWENTY THIRD ST,05/06/2020,7769,683686	
TWENTY THIRD ST,05/07/2020,-118894,-5208	
TWENTY THIRD ST,05/08/2020,-19282,3938	
TWENTY THIRD ST,05/09/2020,81196,-825765	
TWENTY THIRD ST,05/10/2020,-32160,824446	
TWENTY THIRD ST,05/11/2020,90832,5663	
TWENTY THIRD ST,05/12/2020,435,690	
TWENTY THIRD ST,05/13/2020,447,765	
TWENTY THIRD ST,05/14/2020,-120061,-5406	
TWENTY THIRD ST,05/15/2020,121005,6991	
TWENTY THIRD ST,05/16/2020,-57836,-829830	
TWENTY THIRD ST,05/17/2020,-32148,825780	
TWENTY THIRD ST,05/18/2020,-48583,2932	
TWENTY THIRD ST,05/19/2020,140074,3666	
TWENTY THIRD ST,05/20/2020,537,873	
TWENTY THIRD ST,05/21/2020,-121253,-5643	
TWENTY THIRD ST,05/22/2020,122306,7312	
TWENTY THIRD ST,05/23/2020,255,475	
TWENTY THIRD ST,05/24/2020,-90289,-4691	
TWENTY THIRD ST,05/25/2020,-49201,2810	
TWENTY THIRD ST,05/26/2020,140647,3849	
TWENTY THIRD ST,05/27/2020,-6879,-685702	
TWENTY THIRD ST,05/28/2020,-115030,680467	
TWENTY THIRD ST,05/29/2020,123658,7659	
TWENTY THIRD ST,05/30/2020,-7091,-686296	
TWENTY THIRD ST,05/31/2020,257,389	
TWENTY THIRD ST,06/01/2020,-139986,-2283	
TWENTY THIRD ST,06/02/2020,141208,3645	
TWENTY THIRD ST,06/03/2020,605,699	
TWENTY THIRD ST,06/04/2020,-25969,-661547	
TWENTY THIRD ST,06/05/2020,27197,662938	
TWENTY THIRD ST,06/06/2020,391,453	
TWENTY THIRD ST,06/07/2020,311,389	
TWENTY THIRD ST,06/08/2020,-422064,-50674	
TWENTY THIRD ST,06/09/2020,412062,-383055	
TWENTY THIRD ST,06/10/2020,12270,436166	
TWENTY THIRD ST,06/11/2020,688,894	
TWENTY THIRD ST,06/12/2020,880,1289	
TWENTY THIRD ST,06/13/2020,454,688	
TWENTY THIRD ST,06/14/2020,-105757,-3023	
TWENTY THIRD ST,06/15/2020,106894,4837	
TWENTY THIRD ST,06/16/2020,-10613,-434646	
TWENTY THIRD ST,06/17/2020,12313,437142	
TWENTY THIRD ST,06/18/2020,908,1267	
TWENTY THIRD ST,06/19/2020,983,1362	
TWENTY THIRD ST,06/20/2020,520,744	
TWENTY THIRD ST,06/21/2020,-107655,-3095	
TWENTY THIRD ST,06/22/2020,108867,2098	
TWENTY THIRD ST,06/23/2020,1091,4459	
TWENTY THIRD ST,06/24/2020,1013,1454	
TWENTY THIRD ST,06/25/2020,-266760,-9342	
TWENTY THIRD ST,06/26/2020,143761,4910	
TWENTY THIRD ST,06/27/2020,581,894	
TWENTY THIRD ST,06/28/2020,462,826	
TWENTY THIRD ST,06/29/2020,1094,1509	
TWENTY THIRD ST,06/30/2020,-200820,-845272	
TWENTY THIRD ST,07/01/2020,203160,848397	
TWENTY THIRD ST,07/02/2020,71,-5509	
TWENTY THIRD ST,07/03/2020,960,7935	
TWENTY THIRD ST,07/04/2020,1473,1176	
TWENTY THIRD ST,07/05/2020,436,745	
TWENTY THIRD ST,07/06/2020,1055,1535	
TWENTY THIRD ST,07/07/2020,-201995,-848143	
TWENTY THIRD ST,07/08/2020,204389,851445	
TWENTY THIRD ST,07/09/2020,1216,1717	
TWENTY THIRD ST,07/10/2020,925,1373	
TWENTY THIRD ST,07/11/2020,660,983	
TWENTY THIRD ST,07/12/2020,-91141,-5002	
TWENTY THIRD ST,07/13/2020,92848,7486	
TWENTY THIRD ST,07/14/2020,-57898,-847770	
TWENTY THIRD ST,07/15/2020,60420,851182	
TWENTY THIRD ST,07/16/2020,1311,1732	
TWENTY THIRD ST,07/17/2020,-10324,-437237	
TWENTY THIRD ST,07/18/2020,12325,439971	
TWENTY THIRD ST,07/19/2020,-91395,-5226	
TWENTY THIRD ST,07/20/2020,92496,-6013	
TWENTY THIRD ST,07/21/2020,-57965,-851514	
TWENTY THIRD ST,07/22/2020,60545,854208	
TWENTY THIRD ST,07/23/2020,1294,1336	
TWENTY THIRD ST,07/24/2020,1266,1273	
TWENTY THIRD ST,07/25/2020,886,897	
TWENTY THIRD ST,07/26/2020,548,612	
TWENTY THIRD ST,07/27/2020,1250,1221	
TWENTY THIRD ST,07/28/2020,-207138,-858754	
TWENTY THIRD ST,07/29/2020,209813,861469	
TWENTY THIRD ST,07/30/2020,1341,1371	
